id,context,question,answer,answer_start,difficulty
1952,David Anderson published a research paper on machine translation in 1991 while working at Harborview College in Amsterdam.,What topic did David Anderson research?,machine translation,45,Intermediate
1953,Noah Anderson published a research paper on quantum materials in 2020 while working at NextGen Software Labs in Cairo.,In what year did Noah Anderson publish the paper?,2020,65,Beginner
1954,Chloe Ivanov joined Pioneer Research Institute as a senior analyst in 2000 and later moved to the Santiago office in 2004.,Which office did Chloe Ivanov later move to?,Santiago,98,Intermediate
1955,Ahmed Baker joined Skyline Real Estate as a lead engineer in 1996 and later moved to the Lisbon office in 2001.,What role did Ahmed Baker join Skyline Real Estate as?,lead engineer,44,Beginner
1956,"The annual jazz festival took place in Denver on November 17, 2020, drawing an audience of about 250000 people from around Indonesia.",When did the annual jazz festival take place?,"November 17, 2020",49,Advanced
1957,The Riverside Museum was completed in 2014 and is located in Toronto. It attracts roughly 8700 visitors every year.,Where is the Riverside Museum located?,Toronto,61,Beginner
1958,"The global health conference took place in Melbourne on July 10, 2022, drawing an audience of about 15000 people from around South Africa.",Where did the global health conference take place?,Melbourne,43,Beginner
1959,NextGen Software Labs was founded in Nairobi in 1990 by Olivia Wright. The company now employs more than 45000 people across India.,In which city was NextGen Software Labs founded?,Nairobi,37,Beginner
1960,Daniel Novak joined Crescent Media Group as a senior analyst in 1996 and later moved to the Seoul office in 1997.,What role did Daniel Novak join Crescent Media Group as?,senior analyst,46,Beginner
1961,Daniel Costa joined Zenith Pharmaceuticals as a lead engineer in 2002 and later moved to the Prague office in 2005.,What role did Daniel Costa join Zenith Pharmaceuticals as?,lead engineer,48,Beginner
1962,"The science and innovation fair took place in Berlin on September 23, 2021, drawing an audience of about 250000 people from around Kenya.",When did the science and innovation fair take place?,"September 23, 2021",56,Intermediate
1963,Mei Chen published a research paper on renewable energy storage in 1995 while working at Delta Cloud Services in Vancouver.,What topic did Mei Chen research?,renewable energy storage,39,Intermediate
1964,Harborview College was founded in Copenhagen in 2008 by Anna Hall. The company now employs more than 15000 people across Poland.,In what year was Harborview College founded?,2008,48,Intermediate
1965,The Old Town Hall was completed in 2019 and is located in Dublin. It attracts roughly 250000 visitors every year.,When was the Old Town Hall completed?,2019,35,Advanced
1966,Blue Horizon Airlines was founded in Jakarta in 2006 by Maria Osei. The company now employs more than 3400 people across Chile.,In what year was Blue Horizon Airlines founded?,2006,48,Intermediate
1967,The Central Library was completed in 2007 and is located in Berlin. It attracts roughly 3400 visitors every year.,When was the Central Library completed?,2007,37,Intermediate
1968,The Old Town Hall was completed in 2018 and is located in Warsaw. It attracts roughly 1200 visitors every year.,Where is the Old Town Hall located?,Warsaw,58,Advanced
1969,Golden Gate Retailers was founded in Santiago in 1997 by Julia Costa. The company now employs more than 500000 people across the Czech Republic.,Who founded Golden Gate Retailers?,Julia Costa,57,Beginner
1970,NextGen Software Labs was founded in Dublin in 1996 by Julia Brown. The company now employs more than 15000 people across Malaysia.,Who founded NextGen Software Labs?,Julia Brown,55,Intermediate
1971,"The global health conference took place in Nairobi on July 12, 2023, drawing an audience of about 45000 people from around Finland.",When did the global health conference take place?,"July 12, 2023",54,Beginner
1972,"The global health conference took place in Buenos Aires on June 27, 2025, drawing an audience of about 1200 people from around Egypt.",Where did the global health conference take place?,Buenos Aires,43,Beginner
1973,The Riverside Museum was completed in 1996 and is located in Buenos Aires. It attracts roughly 45000 visitors every year.,When was the Riverside Museum completed?,1996,38,Beginner
1974,Northfield University was founded in Wellington in 2003 by Amara Petrov. The company now employs more than 45000 people across Indonesia.,In which city was Northfield University founded?,Wellington,37,Advanced
1975,Emma Garcia published a research paper on deep-sea biology in 1994 while working at Global Trade Partners in Bangkok.,Where was Emma Garcia working when the paper was published?,Global Trade Partners,84,Advanced
1976,The National Science Center was completed in 2008 and is located in Manila. It attracts roughly 45000 visitors every year.,When was the National Science Center completed?,2008,45,Intermediate
1977,"The technology summit took place in Bangkok on February 9, 2025, drawing an audience of about 15000 people from around Canada.",When did the technology summit take place?,"February 9, 2025",47,Intermediate
1978,The National Science Center was completed in 1991 and is located in Denver. It attracts roughly 96000 visitors every year.,When was the National Science Center completed?,1991,45,Advanced
1979,Samuel Novak joined Brightline Technologies as a operations coordinator in 2001 and later moved to the Melbourne office in 2005.,Which office did Samuel Novak later move to?,Melbourne,103,Advanced
1980,The Harborview Bridge was completed in 2010 and is located in Vancouver. It attracts roughly 3400 visitors every year.,Where is the Harborview Bridge located?,Vancouver,62,Advanced
1981,Samuel Chen joined Blue Horizon Airlines as a marketing director in 1991 and later moved to the Denver office in 1992.,In what year did Samuel Chen join Blue Horizon Airlines?,1991,68,Advanced
1982,"The science and innovation fair took place in Bangkok on October 15, 2017, drawing an audience of about 3400 people from around South Korea.",When did the science and innovation fair take place?,"October 15, 2017",57,Beginner
1983,"The global health conference took place in Cairo on July 15, 2019, drawing an audience of about 3400 people from around the Philippines.",Where did the global health conference take place?,Cairo,43,Advanced
1984,Felix Suzuki published a research paper on machine translation in 2012 while working at Riverside Bank in Stockholm.,What topic did Felix Suzuki research?,machine translation,43,Intermediate
1985,Noah Smith published a research paper on urban air quality in 1993 while working at Oakwood Publishing House in Edinburgh.,Where was Noah Smith working when the paper was published?,Oakwood Publishing House,84,Intermediate
1986,Nadia Yamamoto joined Blue Horizon Airlines as a project manager in 2003 and later moved to the Cape Town office in 2007.,What role did Nadia Yamamoto join Blue Horizon Airlines as?,project manager,49,Intermediate
1987,Nina Larsen joined Ironwood Steel Works as a lead engineer in 2014 and later moved to the Zurich office in 2015.,In what year did Nina Larsen join Ironwood Steel Works?,2014,62,Advanced
1988,Omar Kowalski published a research paper on renewable energy storage in 2002 while working at Cedar Grove Hospital in Berlin.,Where was Omar Kowalski working when the paper was published?,Cedar Grove Hospital,94,Advanced
1989,"The robotics championship took place in Kuala Lumpur on September 19, 2015, drawing an audience of about 1200 people from around the Czech Republic.",Where did the robotics championship take place?,Kuala Lumpur,40,Beginner
1990,Priya Khan published a research paper on deep-sea biology in 1999 while working at Aurora Data Systems in Denver.,In what year did Priya Khan publish the paper?,1999,61,Advanced
1991,The National Science Center was completed in 2022 and is located in Helsinki. It attracts roughly 3400 visitors every year.,Where is the National Science Center located?,Helsinki,68,Advanced
1992,The Old Town Hall was completed in 2003 and is located in Copenhagen. It attracts roughly 96000 visitors every year.,When was the Old Town Hall completed?,2003,35,Beginner
1993,BrightFuture Foundation was founded in Wellington in 2011 by David Rossi. The company now employs more than 250000 people across South Korea.,In what year was BrightFuture Foundation founded?,2011,53,Beginner
1994,Redstone Consulting was founded in Dublin in 2010 by Isabella Fernandez. The company now employs more than 22000 people across Finland.,In which city was Redstone Consulting founded?,Dublin,35,Intermediate
1995,Northfield University was founded in Prague in 1998 by Wei Müller. The company now employs more than 3400 people across Germany.,In what year was Northfield University founded?,1998,47,Advanced
