id,text,language,sentence_length,word_count,character_count,uppercase_count,punctuation_count
1891,A young entrepreneur reviewed the school's science fair at the university campus.,English,Medium,12,81,1,2
1892,My younger sister calculated the volunteer schedule within a few hours.,English,Medium,11,71,1,1
1893,Her grandfather questioned the results of the survey in the downtown office.,English,Medium,12,76,1,1
1894,The new intern reviewed the town's water supply system near the old train station on a rainy Tuesday.,English,Long,18,101,2,2
1895,A retired teacher planted the annual budget report along the riverbank earlier this morning.,English,Medium,14,92,1,1
1896,The orchestra conductor planted the neighborhood's street art along the riverbank throughout the semester.,English,Medium,14,106,1,2
1897,When is the best season to visit Toronto?,English,Short,8,41,2,1
1898,"Although the weather in Copenhagen can be unpredictable during April, The museum curator decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,249,4,3
1899,"The debate team captain, who had monitored the school's science fair for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,228,1,4
1900,"Although the weather in Lisbon can be unpredictable during January, The local bakery decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,245,4,3
1901,A freelance writer photographed the town's water supply system at the university campus earlier this morning.,English,Long,16,109,1,2
1902,A group of tourists discussed the school's science fair at a small conference in Melbourne since last spring.,English,Long,18,109,2,2
1903,The new intern celebrated an experimental cooking recipe near the old train station during the summer break.,English,Long,17,108,1,1
1904,The software engineer calculated the neighborhood's street art at the university campus.,English,Medium,12,88,1,2
1905,The city council explored the results of the survey at a small conference in Melbourne earlier this morning.,English,Long,18,108,2,1
1906,The orchestra conductor planted the results of the survey at a small conference in Melbourne every Saturday afternoon.,English,Long,18,118,3,1
1907,"The maintenance crew, who had supported several ancient manuscripts for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,36,227,1,3
1908,A young entrepreneur designed the upcoming film festival near the old train station since last spring.,English,Long,16,102,1,1
1909,Their coach explored a series of jazz recordings at the university campus over the weekend.,English,Medium,15,91,1,1
1910,The research team calculated a collection of vintage postcards at a small conference in Melbourne throughout the semester.,English,Long,18,122,2,1
1911,My best friend sketched several ancient manuscripts inside the community center throughout the semester.,English,Medium,14,104,1,1
1912,A curious student discussed the annual budget report near the old train station just before sunset.,English,Long,16,99,1,1
1913,The local bakery negotiated the community recycling program after months of planning.,English,Medium,12,85,1,1
1914,"Although the weather in Toronto can be unpredictable during July, The research team decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,244,4,3
1915,The software engineer documented the volunteer schedule near the old train station since last spring.,English,Medium,15,101,1,1
1916,The orchestra conductor negotiated the quarterly sales figures inside the community center during the summer break.,English,Long,16,115,1,1
