id,text,category,subcategory,difficulty
2979,"In a statement released today, backpackers recommended the hostel for its affordable rates and location. This development drew significant attention.",Travel,Destinations,Intermediate
2980,"As widely reported, cloud providers announced new tools for managing distributed databases.",Technology,Gadgets,Beginner
2981,Local sources indicate that the hospital adopted new technology to speed up emergency room triage. Reactions have been mixed so far.,Health,Nutrition,Advanced
2982,Local sources indicate that the boutique hotel chain expanded into three new coastal destinations. Many are watching closely to see what happens next.,Travel,Travel Tips,Intermediate
2983,The marathon attracted thousands of runners from across the country. The story continues to unfold.,Sports,Swimming,Beginner
2984,Sources close to the matter say researchers measured rising levels of plastic pollution in coastal waters. Many are watching closely to see what happens next.,Environment,Pollution,Beginner
2985,"In a statement released today, the gym introduced a fitness program tailored for older adults. This development drew significant attention.",Health,Medical Research,Intermediate
2986,"In a statement released today, the city council debated a proposal to increase funding for public transit. Many are watching closely to see what happens next.",Politics,Local Government,Intermediate
2987,The striker scored a stunning goal in the final minute of the match. This development drew significant attention.,Sports,Swimming,Intermediate
2988,The startup raised a new funding round to expand into international markets. The story continues to unfold.,Business,Retail,Advanced
2989,Local sources indicate that analysts predict a close race in the upcoming general election. Reactions have been mixed so far.,Politics,International Relations,Advanced
2990,The tourism board launched a campaign highlighting local hidden gems. Further updates are expected in the coming weeks.,Travel,Travel Tips,Intermediate
2991,"As widely reported, the film's sequel broke box office records during its opening weekend.",Entertainment,Film,Advanced
2992,Sources close to the matter say the clinic expanded its mental health services to reach more patients. Many are watching closely to see what happens next.,Health,Medical Research,Beginner
