id,text,label,category,difficulty
2646,LIMITED TIME: Everything must go! Get a NightOwl reading lamp at clearance prices while supplies last! Offer won't last.,Spam,Advertisement,Beginner
2647,"Hey, Thanks for sending over the notes from yesterday's meeting. Take care.",Ham,Normal Message,Intermediate
2648,"FYI, Hope your trip was amazing, can't wait to hear all about it. Let me know.",Ham,Personal,Beginner
2649,"FYI, Hope your exams went well, let's celebrate this weekend. Talk soon.",Ham,Personal,Advanced
2650,"Just a heads up, Your account settings with Delta Cloud Services were updated successfully. Thanks!",Ham,Notification,Intermediate
2651,"ACT NOW: You qualify for a limited cash bonus, complete verification to receive your funds! Respond today.",Spam,Scam,Intermediate
2652,"ACT NOW: Final reminder: unclaimed reward expires today, click now before it's too late! Offer won't last.",Spam,Scam,Beginner
2653,Quick note: The quarterly presentation for Silverline Motors is due by end of day Friday. Take care.,Ham,Work,Beginner
2654,"Hey, Let's sync up briefly before submitting the proposal to Union Manufacturing Corp..",Ham,Work,Intermediate
2655,"NOTICE: Special deal: buy one a SunBeam solar charger, get one free this weekend only! Limited spots remain.",Spam,Advertisement,Intermediate
2656,"ACT NOW: Buy a SnapShot camera today and get 50% off your first order, limited time only! Limited spots remain.",Spam,Advertisement,Intermediate
2657,"Hey, Let's plan a get-together soon, it's been way too long. Let me know.",Ham,Personal,Advanced
2658,"FYI, Your order from Brightline Technologies has shipped and is expected to arrive in three days.",Ham,Notification,Beginner
2659,ALERT: Everything must go! Get the QuickBrew coffee maker at clearance prices while supplies last! Limited spots remain.,Spam,Advertisement,Advanced
2660,"ATTENTION: Security alert: someone tried to log in from an unknown device, verify immediately! Offer won't last.",Spam,Scam,Beginner
2661,"ACT NOW: Your loyalty points can now be redeemed for a free the CloudDesk chair, claim today! Limited spots remain.",Spam,Promotion,Intermediate
2662,"Hello, The quarterly presentation for Union Manufacturing Corp. is due by end of day Friday. Let me know.",Ham,Work,Advanced
2663,ALERT: You have an outstanding balance that must be settled today to avoid penalties! Offer won't last.,Spam,Scam,Beginner
2664,"Hey, Your recent payment to Northfield University was processed successfully. Talk soon.",Ham,Notification,Advanced
2665,ACT NOW: URGENT: Your account will be suspended unless you verify your details immediately! Don't wait!,Spam,Scam,Advanced
2666,ATTENTION: Exclusive offer just for you: get a bonus a NovaBook Pro laptop with your next purchase!,Spam,Promotion,Intermediate
2667,Quick note: Please review the attached report before our meeting with Oakwood Publishing House tomorrow. Talk soon.,Ham,Work,Beginner
2668,LIMITED TIME: You have an outstanding balance that must be settled today to avoid penalties! Respond today.,Spam,Scam,Beginner
2669,"FYI, Thanks again for helping me move those boxes yesterday. Let me know.",Ham,Normal Message,Beginner
2670,ATTENTION: Huge sale on a ProGrip tennis racket — save big before stock runs out! Respond today.,Spam,Advertisement,Beginner
2671,"Hey, I found a great recipe for the dinner party next Friday. Take care.",Ham,Normal Message,Intermediate
2672,"Hello, Congratulations on your engagement, so happy for you both! Thanks!",Ham,Personal,Beginner
2673,"You're eligible for a special discount on the TravelLite suitcase, act fast to redeem it! Offer won't last.",Spam,Promotion,Beginner
2674,"Hi, Hey, are we still meeting for lunch tomorrow around noon? Take care.",Ham,Normal Message,Advanced
2675,"LIMITED TIME: Your loyalty points can now be redeemed for a free the PixelView monitor, claim today! Respond today.",Spam,Promotion,Intermediate
2676,"Hi, Can't wait to see you at the reunion next month. Thanks!",Ham,Personal,Intermediate
2677,"ACT NOW: Best prices of the season on the PixelView monitor, shop the sale now! Respond today.",Spam,Advertisement,Intermediate
2678,"Hello, Let's finalize the agenda for next week's meeting with Union Manufacturing Corp.. Thanks!",Ham,Work,Intermediate
2679,"Just a heads up, Let's schedule a quick check-in about the Blue Horizon Airlines account this week. Let me know.",Ham,Work,Intermediate
2680,Quick note: Your account settings with Aurora Data Systems were updated successfully. Let me know.,Ham,Notification,Beginner
2681,"Hey, Your appointment with Northfield University is confirmed for next Tuesday at 10 AM.",Ham,Notification,Advanced
2682,"LIMITED TIME: Buy the CloudDesk chair today and get 50% off your first order, limited time only! Offer won't last.",Spam,Advertisement,Intermediate
2683,"Just a heads up, Let's schedule a quick check-in about the Crescent Media Group account this week.",Ham,Work,Beginner
2684,"Just a heads up, It was so great catching up with you last weekend, let's do it again soon. Take care.",Ham,Personal,Intermediate
2685,"LIMITED TIME: Upgrade today: the QuickBrew coffee maker is on sale for a limited time, don't wait! Don't wait!",Spam,Advertisement,Beginner
2686,"Hey, Your recent payment to Golden Gate Retailers was processed successfully. Let me know.",Ham,Notification,Advanced
2687,"ATTENTION: Final notice: unusual activity detected on your account, verify now to avoid suspension! Don't wait!",Spam,Scam,Advanced
2688,Quick note: Your recent payment to Lakeside Medical Center was processed successfully.,Ham,Notification,Beginner
2689,"Hello, Can't wait to see you at the reunion next month. Thanks!",Ham,Personal,Advanced
2690,Quick note: Your order from Zenith Pharmaceuticals has shipped and is expected to arrive in three days.,Ham,Notification,Intermediate
2691,"ACT NOW: Congratulations, you have been selected for a special cash reward, claim it today!",Spam,Scam,Beginner
2692,"Hi, The deadline for the Falcon Logistics deliverables has been moved up by two days. Talk soon.",Ham,Work,Beginner
2693,"Hey, The weather looks nice this weekend, want to go for a walk? Let me know.",Ham,Normal Message,Beginner
2694,Quick note: Let's plan our schedules for next week during our call. Take care.,Ham,Normal Message,Intermediate
2695,"ACT NOW: Your device may be at risk, download the security update immediately to stay protected! Offer won't last.",Spam,Scam,Intermediate
2696,"Just a heads up, Your upcoming event with Global Trade Partners has been rescheduled, check the new time.",Ham,Notification,Advanced
2697,Quick note: Can you loop in the design team before our next sync with Union Manufacturing Corp.? Talk soon.,Ham,Work,Intermediate
2698,"ALERT: Your device may be at risk, download the security update immediately to stay protected!",Spam,Scam,Intermediate
2699,"ALERT: Best prices of the season on the ChefMate blender, shop the sale now! Limited spots remain.",Spam,Advertisement,Beginner
2700,ATTENTION: Refer a friend and receive a free the SmartHome Hub as a thank-you gift! Don't wait!,Spam,Promotion,Intermediate
2701,"Hi, Let me know if you need help moving this weekend. Talk soon.",Ham,Normal Message,Beginner
2702,"NOTICE: Unlock a members-only discount on the AeroFit smartwatch, available for a short time! Respond today.",Spam,Promotion,Intermediate
2703,This is a reminder that your appointment with Silverline Motors starts in one hour.,Ham,Notification,Intermediate
2704,"Hey, This is a confirmation that your request with Pioneer Research Institute has been received. Let me know.",Ham,Notification,Beginner
2705,"FYI, Hope your exams went well, let's celebrate this weekend.",Ham,Personal,Advanced
2706,Quick note: Could you double-check the numbers in the spreadsheet before we send it to Zenith Pharmaceuticals? Thanks!,Ham,Work,Intermediate
2707,ATTENTION: Exclusive offer just for you: get a bonus a NightOwl reading lamp with your next purchase! Don't wait!,Spam,Promotion,Intermediate
2708,"Hi, Could you double-check the numbers in the spreadsheet before we send it to Pioneer Research Institute? Take care.",Ham,Work,Advanced
2709,"Just a heads up, Could you double-check the numbers in the spreadsheet before we send it to Aurora Data Systems? Let me know.",Ham,Work,Intermediate
2710,LIMITED TIME: Refer a friend and receive a free the PixelView monitor as a thank-you gift! Don't wait!,Spam,Promotion,Beginner
2711,"Hi, Hope your exams went well, let's celebrate this weekend. Thanks!",Ham,Personal,Intermediate
2712,ACT NOW: You've been selected for an exclusive early access deal on the AeroFit smartwatch! Offer won't last.,Spam,Promotion,Beginner
2713,"Just a heads up, The movie was great, we should watch the sequel next weekend. Thanks!",Ham,Normal Message,Intermediate
2714,"Your upcoming event with BrightFuture Foundation has been rescheduled, check the new time. Thanks!",Ham,Notification,Beginner
2715,"ALERT: Final reminder: unclaimed reward expires today, click now before it's too late! Limited spots remain.",Spam,Scam,Beginner
2716,"NOTICE: Your refund is pending approval, confirm your details now to receive the funds! Offer won't last.",Spam,Scam,Beginner
2717,"Hello, The traffic on the highway is pretty bad this morning, leave early. Thanks!",Ham,Normal Message,Intermediate
2718,Special member reward unlocked: a free a SnapShot camera is waiting for you! Limited spots remain.,Spam,Promotion,Beginner
2719,"FYI, I found a great recipe for the dinner party next Friday.",Ham,Normal Message,Beginner
2720,"I'm running a bit late, should be there in about ten minutes. Let me know.",Ham,Normal Message,Intermediate
2721,"Quick note: It was so great catching up with you last weekend, let's do it again soon. Talk soon.",Ham,Personal,Intermediate
2722,"IMPORTANT: We detected a problem with your recent payment, please confirm your information now! Don't wait!",Spam,Scam,Intermediate
2723,"FYI, Hope your trip was amazing, can't wait to hear all about it.",Ham,Personal,Intermediate
2724,"IMPORTANT: Don't miss our biggest sale of the year on the GreenLeaf water bottle, hurry before it ends! Respond today.",Spam,Advertisement,Intermediate
2725,"Just a heads up, Congrats on finishing the marathon, that's such an accomplishment! Let me know.",Ham,Personal,Beginner
2726,"Just a heads up, Hope the new house is treating you well, let's visit soon.",Ham,Personal,Intermediate
2727,"ALERT: New arrival: a SunBeam solar charger now available at an unbeatable price, shop now! Offer won't last.",Spam,Advertisement,Advanced
2728,"ACT NOW: Don't miss our biggest sale of the year on the FreshAir purifier, hurry before it ends! Limited spots remain.",Spam,Advertisement,Intermediate
2729,"Quick note: Your upcoming event with Crescent Media Group has been rescheduled, check the new time.",Ham,Notification,Beginner
2730,"FYI, Hey, are we still meeting for lunch tomorrow around noon?",Ham,Normal Message,Beginner
2731,ACT NOW: Special member reward unlocked: a free a NovaBook Pro laptop is waiting for you! Limited spots remain.,Spam,Promotion,Beginner
2732,"Hi, Your order from Ironwood Steel Works has shipped and is expected to arrive in three days. Thanks!",Ham,Notification,Beginner
2733,"As a valued customer, enjoy an extra discount on a PureGlow skincare set this week!",Spam,Promotion,Beginner
2734,"IMPORTANT: Warning: your subscription payment failed, update your billing information right away! Limited spots remain.",Spam,Scam,Beginner
2735,"Hello, Thanks for being such a great friend, it means a lot to me. Thanks!",Ham,Personal,Advanced
2736,"ACT NOW: Warning: your subscription payment failed, update your billing information right away! Offer won't last.",Spam,Scam,Intermediate
2737,"New arrival: the PixelView monitor now available at an unbeatable price, shop now! Respond today.",Spam,Advertisement,Intermediate
2738,Quick note: Please review the attached report before our meeting with Riverside Bank tomorrow. Take care.,Ham,Work,Intermediate
2739,"Hey, So proud of you for taking that big step, congratulations! Thanks!",Ham,Personal,Beginner
2740,"Your account has been flagged for review, respond within 24 hours to avoid closure! Limited spots remain.",Spam,Scam,Intermediate
