id,text,sentiment,sentiment_score,emotion,category
2487,The study guide impressed everyone in our group; simply fantastic.,Positive,0.73,Satisfied,Education
2488,"Unfortunately, the delivery service was frustrating, and I regret spending money on it.",Negative,-0.98,Fear,Service Review
2489,This post impressed everyone in our group; simply outstanding.,Positive,0.66,Satisfied,Social Media
2490,"Unfortunately, the animated movie was frustrating, and I regret spending money on it.",Negative,-0.89,Fear,Movie Review
2491,"The moving company turned out to be outstanding, and I would recommend it to anyone.",Positive,1.0,Happy,Service Review
2492,The customer support team impressed everyone in our group; simply excellent.,Positive,0.66,Satisfied,Service Review
2493,"The smartwatch was ordinary overall, similar to most alternatives out there.",Neutral,0.01,Neutral,Product Review
2494,This film impressed everyone in our group; simply top-notch.,Positive,0.68,Excited,Movie Review
2495,The new sequel impressed everyone in our group; simply wonderful.,Positive,0.76,Satisfied,Movie Review
2496,"Unfortunately, the wireless headphones was mediocre, and I regret spending money on it.",Negative,-0.85,Disappointed,Product Review
2497,"Sadly, the romantic comedy turned out to be disappointing, and I wouldn't try it again.",Negative,-0.87,Disappointed,Movie Review
2498,I'd describe this laptop as standard — it did the job without standing out.,Neutral,-0.14,Neutral,Product Review
2499,This food truck left a lot to be desired; overall it felt mediocre.,Negative,-0.98,Disappointed,Food Review
2500,"Honestly, this textbook was exceptional from start to finish, no complaints at all.",Positive,0.67,Happy,Education
2501,"The livestream was adequate overall, similar to most alternatives out there.",Neutral,0.06,Neutral,Social Media
2502,We were thrilled with the latest trend — it felt top-notch and well worth the money.,Positive,0.76,Satisfied,Social Media
2503,"Sadly, the animated movie turned out to be unreliable, and I wouldn't try it again.",Negative,-0.88,Fear,Movie Review
2504,This certification met the basic expectations and was generally unremarkable.,Neutral,0.03,Neutral,Education
2505,This cleaning company impressed everyone in our group; simply top-notch.,Positive,0.94,Happy,Service Review
2506,This hotel was a disappointment; the whole experience felt subpar.,Negative,-0.84,Sad,Travel Review
2507,"This film was average; nothing special, but nothing terrible either.",Neutral,0.11,Neutral,Movie Review
2508,I was really let down by this cleaning company — it was disappointing compared to what was promised.,Negative,-0.64,Disappointed,Service Review
2509,The city tour met the basic expectations and was generally adequate.,Neutral,-0.02,Neutral,Travel Review
2510,The new sequel impressed everyone in our group; simply exceptional.,Positive,0.83,Satisfied,Movie Review
2511,"The wireless headphones turned out to be delightful, and I would recommend it to anyone.",Positive,0.64,Excited,Product Review
2512,"This film was reasonable overall, similar to most alternatives out there.",Neutral,-0.12,Neutral,Movie Review
2513,"Sadly, this drama turned out to be mediocre, and I wouldn't try it again.",Negative,-0.86,Sad,Movie Review
2514,"This rental agency was adequate overall, similar to most alternatives out there.",Neutral,0.02,Neutral,Service Review
2515,"This drama was typical; nothing special, but nothing terrible either.",Neutral,0.09,Neutral,Movie Review
2516,This certification left a lot to be desired; overall it felt terrible.,Negative,-0.62,Disappointed,Education
2517,"Sadly, the delivery service turned out to be terrible, and I wouldn't try it again.",Negative,-0.58,Disappointed,Service Review
2518,I'd describe this film as acceptable — it did the job without standing out.,Neutral,-0.07,Neutral,Movie Review
2519,We were thrilled with this meme — it felt fantastic and well worth the money.,Positive,0.9,Happy,Social Media
2520,"This meme was okay; nothing special, but nothing terrible either.",Neutral,-0.08,Neutral,Social Media
2521,It's hard to say much about the customer support team; it was simply standard.,Neutral,0.0,Neutral,Service Review
2522,"I have to say, the new update exceeded my expectations; it was truly excellent.",Positive,0.95,Happy,Social Media
2523,"This certification was acceptable; nothing special, but nothing terrible either.",Neutral,-0.05,Neutral,Education
2524,"The dessert menu was standard overall, similar to most alternatives out there.",Neutral,0.03,Neutral,Food Review
2525,The vacuum cleaner met the basic expectations and was generally typical.,Neutral,-0.09,Neutral,Product Review
2526,"I have to say, this documentary exceeded my expectations; it was truly fantastic.",Positive,0.71,Excited,Movie Review
2527,"I have to say, the moving company exceeded my expectations; it was truly top-notch.",Positive,0.75,Satisfied,Service Review
2528,"Sadly, this blender turned out to be subpar, and I wouldn't try it again.",Negative,-0.84,Disappointed,Product Review
2529,The wireless headphones was a disappointment; the whole experience felt subpar.,Negative,-0.94,Fear,Product Review
2530,"I have to say, the livestream exceeded my expectations; it was truly impressive.",Positive,0.85,Excited,Social Media
2531,It's hard to say much about the new update; it was simply okay.,Neutral,-0.06,Neutral,Social Media
2532,I'd describe the new sequel as reasonable — it did the job without standing out.,Neutral,-0.12,Neutral,Movie Review
2533,"This cleaning company turned out to be fantastic, and I would recommend it to anyone.",Positive,0.91,Satisfied,Service Review
2534,The delivery service met the basic expectations and was generally reasonable.,Neutral,-0.07,Neutral,Service Review
2535,It's hard to say much about this video; it was simply reasonable.,Neutral,-0.12,Neutral,Social Media
2536,It's hard to say much about the new cafe; it was simply acceptable.,Neutral,-0.15,Neutral,Food Review
2537,"This backpack was fine; nothing special, but nothing terrible either.",Neutral,-0.05,Neutral,Product Review
2538,I was really let down by the sushi platter — it was subpar compared to what was promised.,Negative,-0.62,Fear,Food Review
2539,"Sadly, this drama turned out to be poorly made, and I wouldn't try it again.",Negative,-0.84,Angry,Movie Review
2540,"The study guide was average overall, similar to most alternatives out there.",Neutral,0.01,Neutral,Education
2541,"The customer support team turned out to be outstanding, and I would recommend it to anyone.",Positive,0.86,Happy,Service Review
2542,"This hotel was unremarkable overall, similar to most alternatives out there.",Neutral,0.06,Neutral,Travel Review
2543,We were thrilled with the tutoring session — it felt superb and well worth the money.,Positive,0.61,Satisfied,Education
2544,This workshop was a disappointment; the whole experience felt underwhelming.,Negative,-0.61,Sad,Education
2545,"The livestream turned out to be superb, and I would recommend it to anyone.",Positive,0.66,Happy,Social Media
2546,This thriller met the basic expectations and was generally acceptable.,Neutral,0.04,Neutral,Movie Review
2547,"I have to say, this hostel exceeded my expectations; it was truly wonderful.",Positive,0.6,Excited,Travel Review
2548,This tour package impressed everyone in our group; simply top-notch.,Positive,0.86,Excited,Travel Review
2549,"Unfortunately, the training program was poorly made, and I regret spending money on it.",Negative,-0.84,Angry,Education
2550,"Unfortunately, the new cafe was underwhelming, and I regret spending money on it.",Negative,-0.71,Angry,Food Review
2551,"This rental agency was standard overall, similar to most alternatives out there.",Neutral,0.06,Neutral,Service Review
2552,"I have to say, this diner exceeded my expectations; it was truly impressive.",Positive,0.72,Happy,Food Review
2553,"The moving company was okay overall, similar to most alternatives out there.",Neutral,-0.05,Neutral,Service Review
2554,"The mountain lodge was okay; nothing special, but nothing terrible either.",Neutral,-0.06,Neutral,Travel Review
2555,We were thrilled with this tour package — it felt impressive and well worth the money.,Positive,0.71,Excited,Travel Review
2556,This meme left a lot to be desired; overall it felt subpar.,Negative,-0.98,Angry,Social Media
2557,"This tour package was acceptable; nothing special, but nothing terrible either.",Neutral,-0.11,Neutral,Travel Review
2558,The beach destination impressed everyone in our group; simply wonderful.,Positive,0.74,Happy,Travel Review
2559,"The training program was standard; nothing special, but nothing terrible either.",Neutral,0.04,Neutral,Education
2560,This bakery left a lot to be desired; overall it felt frustrating.,Negative,-0.89,Sad,Food Review
2561,"This video was typical; nothing special, but nothing terrible either.",Neutral,-0.08,Neutral,Social Media
2562,"I have to say, the latest trend exceeded my expectations; it was truly superb.",Positive,0.66,Excited,Social Media
2563,It's hard to say much about this hotel; it was simply typical.,Neutral,-0.1,Neutral,Travel Review
2564,It's hard to say much about this water bottle; it was simply ordinary.,Neutral,0.14,Neutral,Product Review
2565,"Sadly, the new cafe turned out to be subpar, and I wouldn't try it again.",Negative,-0.77,Sad,Food Review
2566,This tour package was a disappointment; the whole experience felt subpar.,Negative,-0.94,Angry,Travel Review
2567,"I have to say, the customer support team exceeded my expectations; it was truly amazing.",Positive,0.86,Happy,Service Review
2568,"This restaurant turned out to be wonderful, and I would recommend it to anyone.",Positive,0.76,Happy,Food Review
2569,The new update left a lot to be desired; overall it felt subpar.,Negative,-0.68,Sad,Social Media
2570,"I have to say, this documentary exceeded my expectations; it was truly top-notch.",Positive,0.77,Happy,Movie Review
2571,The app redesign was a disappointment; the whole experience felt frustrating.,Negative,-0.67,Sad,Social Media
