id,text,entities,entity_types,person,organization,location,date,money,product
1498,"During the conference in Denver, Mark Wilson from Ironwood Steel Works unveiled the GreenLeaf water bottle priced at $199.",Mark Wilson; Ironwood Steel Works; Denver; $199; the GreenLeaf water bottle,PERSON; ORG; GPE; MONEY; PRODUCT,Mark Wilson,Ironwood Steel Works,Denver,,$199,GreenLeaf water bottle
1499,"Mateus Osei, a spokesperson for Oakwood Publishing House, confirmed the release of the CloudDesk chair for $99 on January 22, 2024.","Mateus Osei; Oakwood Publishing House; January 22, 2024; $99; the CloudDesk chair",PERSON; ORG; DATE; MONEY; PRODUCT,Mateus Osei,Oakwood Publishing House,,"January 22, 2024",$99,CloudDesk chair
1500,"On December 19, 2021, Lakeside Medical Center opened a new branch in Melbourne, Germany, appointing Hana Scott as director.","Hana Scott; Lakeside Medical Center; Germany; Melbourne; December 19, 2021",PERSON; ORG; GPE; GPE; DATE,Hana Scott,Lakeside Medical Center,"Germany, Melbourne","December 19, 2021",,
1501,"During the conference in Berlin, Amara Okafor from Coastal Insurance Co. unveiled the QuickBrew coffee maker priced at $19.99.",Amara Okafor; Coastal Insurance Co.; Berlin; $19.99; the QuickBrew coffee maker,PERSON; ORG; GPE; MONEY; PRODUCT,Amara Okafor,Coastal Insurance Co.,Berlin,,$19.99,QuickBrew coffee maker
1502,"Silverline Motors announced that Ingrid Brown will lead the new office in Buenos Aires starting October 2, 2024.","Ingrid Brown; Silverline Motors; Buenos Aires; October 2, 2024",PERSON; ORG; GPE; DATE,Ingrid Brown,Silverline Motors,Buenos Aires,"October 2, 2024",,
1503,"Silverline Motors partnered with a university in Edinburgh to research the CloudDesk chair technology, Olivia Silva reported.",Olivia Silva; Silverline Motors; Edinburgh; the CloudDesk chair,PERSON; ORG; GPE; PRODUCT,Olivia Silva,Silverline Motors,Edinburgh,,,CloudDesk chair
1504,"During the conference in Denver, Mei King from Golden Gate Retailers unveiled a StreamCast speaker priced at $75.",Mei King; Golden Gate Retailers; Denver; $75; a StreamCast speaker,PERSON; ORG; GPE; MONEY; PRODUCT,Mei King,Golden Gate Retailers,Denver,,$75,StreamCast speaker
1505,"NextGen Software Labs partnered with a university in Kuala Lumpur to research a TrailRunner backpack technology, Aisha Khan reported.",Aisha Khan; NextGen Software Labs; Kuala Lumpur; a TrailRunner backpack,PERSON; ORG; GPE; PRODUCT,Aisha Khan,NextGen Software Labs,Kuala Lumpur,,,TrailRunner backpack
1506,"Oakwood Publishing House announced that Sofia Green will lead the new office in Osaka starting May 13, 2020.","Sofia Green; Oakwood Publishing House; Osaka; May 13, 2020",PERSON; ORG; GPE; DATE,Sofia Green,Oakwood Publishing House,Osaka,"May 13, 2020",,
1507,"The board at Riverside Bank approved a $1,200 investment in Vancouver after Omar Nguyen's presentation on July 21, 2019.","Omar Nguyen; Riverside Bank; Vancouver; July 21, 2019; $1,200",PERSON; ORG; GPE; DATE; MONEY,Omar Nguyen,Riverside Bank,Vancouver,"July 21, 2019","$1,200",
1508,Felix Haddad traveled from Kuala Lumpur to Buenos Aires to negotiate a deal worth $30.75 with Coastal Insurance Co..,Felix Haddad; Coastal Insurance Co.; Buenos Aires; Kuala Lumpur; $30.75,PERSON; ORG; GPE; GPE; MONEY,Felix Haddad,Coastal Insurance Co.,"Buenos Aires, Kuala Lumpur",,$30.75,
1509,"BrightFuture Foundation announced that Sara Khan will lead the new office in Cape Town starting January 28, 2018.","Sara Khan; BrightFuture Foundation; Cape Town; January 28, 2018",PERSON; ORG; GPE; DATE,Sara Khan,BrightFuture Foundation,Cape Town,"January 28, 2018",,
1510,"Golden Gate Retailers announced that Grace Green will lead the new office in Osaka starting November 21, 2020.","Grace Green; Golden Gate Retailers; Osaka; November 21, 2020",PERSON; ORG; GPE; DATE,Grace Green,Golden Gate Retailers,Osaka,"November 21, 2020",,
1511,"Tom Müller, a spokesperson for Skyline Real Estate, confirmed the release of the PixelView monitor for $24.50 on October 1, 2021.","Tom Müller; Skyline Real Estate; October 1, 2021; $24.50; the PixelView monitor",PERSON; ORG; DATE; MONEY; PRODUCT,Tom Müller,Skyline Real Estate,,"October 1, 2021",$24.50,PixelView monitor
1512,"Northfield University announced that Yuki Johansson will lead the new office in Helsinki starting February 27, 2015.","Yuki Johansson; Northfield University; Helsinki; February 27, 2015",PERSON; ORG; GPE; DATE,Yuki Johansson,Northfield University,Helsinki,"February 27, 2015",,
1513,"The board at Falcon Logistics approved a $250 investment in Melbourne after Mei Taylor's presentation on May 19, 2020.","Mei Taylor; Falcon Logistics; Melbourne; May 19, 2020; $250",PERSON; ORG; GPE; DATE; MONEY,Mei Taylor,Falcon Logistics,Melbourne,"May 19, 2020",$250,
1514,"During the conference in Santiago, Tom Johansson from Ironwood Steel Works unveiled the TravelLite suitcase priced at $19.99.",Tom Johansson; Ironwood Steel Works; Santiago; $19.99; the TravelLite suitcase,PERSON; ORG; GPE; MONEY; PRODUCT,Tom Johansson,Ironwood Steel Works,Santiago,,$19.99,TravelLite suitcase
1515,"During the conference in Dublin, Nina Larsen from Brightline Technologies unveiled a StreamCast speaker priced at $75.",Nina Larsen; Brightline Technologies; Dublin; $75; a StreamCast speaker,PERSON; ORG; GPE; MONEY; PRODUCT,Nina Larsen,Brightline Technologies,Dublin,,$75,StreamCast speaker
1516,"Harborview College partnered with a university in Lisbon to research a TrailRunner backpack technology, Charlotte Anderson reported.",Charlotte Anderson; Harborview College; Lisbon; a TrailRunner backpack,PERSON; ORG; GPE; PRODUCT,Charlotte Anderson,Harborview College,Lisbon,,,TrailRunner backpack
1517,Chen Suzuki traveled from Lisbon to Copenhagen to negotiate a deal worth $19.99 with Summit Robotics Inc..,Chen Suzuki; Summit Robotics Inc.; Copenhagen; Lisbon; $19.99,PERSON; ORG; GPE; GPE; MONEY,Chen Suzuki,Summit Robotics Inc.,"Copenhagen, Lisbon",,$19.99,
1518,"Mark Novak, a spokesperson for Golden Gate Retailers, confirmed the release of a TrailRunner backpack for $250 on January 19, 2018.","Mark Novak; Golden Gate Retailers; January 19, 2018; $250; a TrailRunner backpack",PERSON; ORG; DATE; MONEY; PRODUCT,Mark Novak,Golden Gate Retailers,,"January 19, 2018",$250,TrailRunner backpack
1519,"The board at Meridian Financial Group approved a $1,200 investment in Denver after Hassan Chen's presentation on October 17, 2023.","Hassan Chen; Meridian Financial Group; Denver; October 17, 2023; $1,200",PERSON; ORG; GPE; DATE; MONEY,Hassan Chen,Meridian Financial Group,Denver,"October 17, 2023","$1,200",
1520,"Oakwood Publishing House partnered with a university in Austin to research the FlexFit yoga mat technology, Peter Moore reported.",Peter Moore; Oakwood Publishing House; Austin; the FlexFit yoga mat,PERSON; ORG; GPE; PRODUCT,Peter Moore,Oakwood Publishing House,Austin,,,FlexFit yogmat
1521,"During the conference in Mumbai, Hassan Kim from Silverline Motors unveiled the GreenLeaf water bottle priced at $499.99.",Hassan Kim; Silverline Motors; Mumbai; $499.99; the GreenLeaf water bottle,PERSON; ORG; GPE; MONEY; PRODUCT,Hassan Kim,Silverline Motors,Mumbai,,$499.99,GreenLeaf water bottle
1522,"Pioneer Research Institute announced that George Larsen will lead the new office in Buenos Aires starting December 18, 2024.","George Larsen; Pioneer Research Institute; Buenos Aires; December 18, 2024",PERSON; ORG; GPE; DATE,George Larsen,Pioneer Research Institute,Buenos Aires,"December 18, 2024",,
1523,"Lakeside Medical Center announced that Ingrid Silva will lead the new office in Buenos Aires starting June 14, 2024.","Ingrid Silva; Lakeside Medical Center; Buenos Aires; June 14, 2024",PERSON; ORG; GPE; DATE,Ingrid Silva,Lakeside Medical Center,Buenos Aires,"June 14, 2024",,
1524,"Pioneer Research Institute partnered with a university in Copenhagen to research a SunBeam solar charger technology, Fatima Novak reported.",Fatima Novak; Pioneer Research Institute; Copenhagen; a SunBeam solar charger,PERSON; ORG; GPE; PRODUCT,Fatima Novak,Pioneer Research Institute,Copenhagen,,,SunBeam solar charger
1525,"Nina Smith joined Crescent Media Group in Vancouver on October 14, 2016 to launch the FreshAir purifier.","Nina Smith; Crescent Media Group; Vancouver; October 14, 2016; the FreshAir purifier",PERSON; ORG; GPE; DATE; PRODUCT,Nina Smith,Crescent Media Group,Vancouver,"October 14, 2016",,FreshAir purifier
1526,Mei Ivanov traveled from Manila to Copenhagen to negotiate a deal worth $30.75 with Delta Cloud Services.,Mei Ivanov; Delta Cloud Services; Copenhagen; Manila; $30.75,PERSON; ORG; GPE; GPE; MONEY,Mei Ivanov,Delta Cloud Services,"Copenhagen, Manila",,$30.75,
1527,"Maple Street School District announced that Anna Taylor will lead the new office in Marrakesh starting June 22, 2019.","Anna Taylor; Maple Street School District; Marrakesh; June 22, 2019",PERSON; ORG; GPE; DATE,Anna Taylor,Maple Street School District,Marrakesh,"June 22, 2019",,
1528,"Riverside Bank partnered with a university in Zurich to research a NightOwl reading lamp technology, Chen Scott reported.",Chen Scott; Riverside Bank; Zurich; a NightOwl reading lamp,PERSON; ORG; GPE; PRODUCT,Chen Scott,Riverside Bank,Zurich,,,NightOwl reading lamp
1529,"Ethan Hall, a spokesperson for Oakwood Publishing House, confirmed the release of the TravelLite suitcase for $250 on July 27, 2018.","Ethan Hall; Oakwood Publishing House; July 27, 2018; $250; the TravelLite suitcase",PERSON; ORG; DATE; MONEY; PRODUCT,Ethan Hall,Oakwood Publishing House,,"July 27, 2018",$250,TravelLite suitcase
1530,"On May 5, 2020, Aurora Data Systems opened a new branch in Copenhagen, Poland, appointing Samuel Lewis as director.","Samuel Lewis; Aurora Data Systems; Copenhagen; Poland; May 5, 2020",PERSON; ORG; GPE; GPE; DATE,Samuel Lewis,Aurora Data Systems,"Copenhagen, Poland","May 5, 2020",,
1531,"Daniel Scott joined Blue Horizon Airlines in Prague on March 22, 2023 to launch the CloudDesk chair.","Daniel Scott; Blue Horizon Airlines; Prague; March 22, 2023; the CloudDesk chair",PERSON; ORG; GPE; DATE; PRODUCT,Daniel Scott,Blue Horizon Airlines,Prague,"March 22, 2023",,CloudDesk chair
1532,"On November 19, 2024, Northfield University opened a new branch in Bangkok, New Zealand, appointing Charlotte Anderson as director.","Charlotte Anderson; Northfield University; Bangkok; New Zealand; November 19, 2024",PERSON; ORG; GPE; GPE; DATE,Charlotte Anderson,Northfield University,"Bangkok, New Zealand","November 19, 2024",,
1533,"On June 24, 2018, Delta Cloud Services opened a new branch in Jakarta, South Africa, appointing George Clark as director.","George Clark; Delta Cloud Services; Jakarta; South Africa; June 24, 2018",PERSON; ORG; GPE; GPE; DATE,George Clark,Delta Cloud Services,"Jakarta, South Africa","June 24, 2018",,
1534,"Delta Cloud Services partnered with a university in Melbourne to research the SmartHome Hub technology, Yuki Walker reported.",Yuki Walker; Delta Cloud Services; Melbourne; the SmartHome Hub,PERSON; ORG; GPE; PRODUCT,Yuki Walker,Delta Cloud Services,Melbourne,,,SmartHome Hub
1535,"Summit Robotics Inc. partnered with a university in Kuala Lumpur to research the PixelView monitor technology, Carlos Clark reported.",Carlos Clark; Summit Robotics Inc.; Kuala Lumpur; the PixelView monitor,PERSON; ORG; GPE; PRODUCT,Carlos Clark,Summit Robotics Inc.,Kuala Lumpur,,,PixelView monitor
1536,"Zenith Pharmaceuticals announced that Grace Nguyen will lead the new office in Amsterdam starting April 23, 2022.","Grace Nguyen; Zenith Pharmaceuticals; Amsterdam; April 23, 2022",PERSON; ORG; GPE; DATE,Grace Nguyen,Zenith Pharmaceuticals,Amsterdam,"April 23, 2022",,
1537,"Maple Street School District partnered with a university in Zurich to research the PixelView monitor technology, Daniel Wilson reported.",Daniel Wilson; Maple Street School District; Zurich; the PixelView monitor,PERSON; ORG; GPE; PRODUCT,Daniel Wilson,Maple Street School District,Zurich,,,PixelView monitor
1538,"During the conference in Zurich, Leila Petrov from Silverline Motors unveiled the QuickBrew coffee maker priced at $199.",Leila Petrov; Silverline Motors; Zurich; $199; the QuickBrew coffee maker,PERSON; ORG; GPE; MONEY; PRODUCT,Leila Petrov,Silverline Motors,Zurich,,$199,QuickBrew coffee maker
1539,"Zainab Nguyen joined BrightFuture Foundation in Stockholm on November 16, 2025 to launch the AeroFit smartwatch.","Zainab Nguyen; BrightFuture Foundation; Stockholm; November 16, 2025; the AeroFit smartwatch",PERSON; ORG; GPE; DATE; PRODUCT,Zainab Nguyen,BrightFuture Foundation,Stockholm,"November 16, 2025",,AeroFit smartwatch
1540,"Anna Wright joined Brightline Technologies in Osaka on March 15, 2015 to launch a PureGlow skincare set.","Anna Wright; Brightline Technologies; Osaka; March 15, 2015; a PureGlow skincare set",PERSON; ORG; GPE; DATE; PRODUCT,Anna Wright,Brightline Technologies,Osaka,"March 15, 2015",,PureGlow skincare set
1541,"On November 26, 2025, Silverline Motors opened a new branch in Cairo, Malaysia, appointing George Haddad as director.","George Haddad; Silverline Motors; Cairo; Malaysia; November 26, 2025",PERSON; ORG; GPE; GPE; DATE,George Haddad,Silverline Motors,"Cairo, Malaysia","November 26, 2025",,
1542,"Wei Okafor, a spokesperson for Redstone Consulting, confirmed the release of the ChefMate blender for $89.99 on June 25, 2015.","Wei Okafor; Redstone Consulting; June 25, 2015; $89.99; the ChefMate blender",PERSON; ORG; DATE; MONEY; PRODUCT,Wei Okafor,Redstone Consulting,,"June 25, 2015",$89.99,ChefMate blender
1543,"Pioneer Research Institute partnered with a university in Manila to research a RoadMaster bicycle technology, Kevin Petrov reported.",Kevin Petrov; Pioneer Research Institute; Manila; a RoadMaster bicycle,PERSON; ORG; GPE; PRODUCT,Kevin Petrov,Pioneer Research Institute,Manila,,,RoadMaster bicycle
1544,"Union Manufacturing Corp. announced that Aisha Costa will lead the new office in Stockholm starting September 25, 2017.","Aisha Costa; Union Manufacturing Corp.; Stockholm; September 25, 2017",PERSON; ORG; GPE; DATE,Aisha Costa,Union Manufacturing Corp.,Stockholm,"September 25, 2017",,
1545,"Aisha Anderson, a spokesperson for Blue Horizon Airlines, confirmed the release of the SmartHome Hub for $45.50 on July 5, 2022.","Aisha Anderson; Blue Horizon Airlines; July 5, 2022; $45.50; the SmartHome Hub",PERSON; ORG; DATE; MONEY; PRODUCT,Aisha Anderson,Blue Horizon Airlines,,"July 5, 2022",$45.50,SmartHome Hub
1546,"Julia Anderson joined Delta Cloud Services in Cape Town on October 15, 2023 to launch the CloudDesk chair.","Julia Anderson; Delta Cloud Services; Cape Town; October 15, 2023; the CloudDesk chair",PERSON; ORG; GPE; DATE; PRODUCT,Julia Anderson,Delta Cloud Services,Cape Town,"October 15, 2023",,CloudDesk chair
1547,"Mark Wright, a spokesperson for Vertex Analytics, confirmed the release of a RoadMaster bicycle for $9.99 on December 9, 2018.","Mark Wright; Vertex Analytics; December 9, 2018; $9.99; a RoadMaster bicycle",PERSON; ORG; DATE; MONEY; PRODUCT,Mark Wright,Vertex Analytics,,"December 9, 2018",$9.99,RoadMaster bicycle
1548,"During the conference in Santiago, Ethan Moore from Meridian Financial Group unveiled the FlexFit yoga mat priced at $15.",Ethan Moore; Meridian Financial Group; Santiago; $15; the FlexFit yoga mat,PERSON; ORG; GPE; MONEY; PRODUCT,Ethan Moore,Meridian Financial Group,Santiago,,$15,FlexFit yogmat
1549,"On June 12, 2024, Zenith Pharmaceuticals opened a new branch in Kuala Lumpur, Ireland, appointing James Walker as director.","James Walker; Zenith Pharmaceuticals; Ireland; Kuala Lumpur; June 12, 2024",PERSON; ORG; GPE; GPE; DATE,James Walker,Zenith Pharmaceuticals,"Ireland, Kuala Lumpur","June 12, 2024",,
1550,"Isabella Garcia, a spokesperson for Vertex Analytics, confirmed the release of a RoadMaster bicycle for $99 on January 28, 2017.","Isabella Garcia; Vertex Analytics; January 28, 2017; $99; a RoadMaster bicycle",PERSON; ORG; DATE; MONEY; PRODUCT,Isabella Garcia,Vertex Analytics,,"January 28, 2017",$99,RoadMaster bicycle
1551,"Fatima King joined Silverline Motors in Warsaw on September 8, 2018 to launch the GreenLeaf water bottle.","Fatima King; Silverline Motors; Warsaw; September 8, 2018; the GreenLeaf water bottle",PERSON; ORG; GPE; DATE; PRODUCT,Fatima King,Silverline Motors,Warsaw,"September 8, 2018",,GreenLeaf water bottle
1552,"Pioneer Research Institute partnered with a university in Copenhagen to research a SoundWave headset technology, Felix Wilson reported.",Felix Wilson; Pioneer Research Institute; Copenhagen; a SoundWave headset,PERSON; ORG; GPE; PRODUCT,Felix Wilson,Pioneer Research Institute,Copenhagen,,,SoundWave headset
1553,"On April 11, 2018, Oakwood Publishing House opened a new branch in Stockholm, Portugal, appointing Hana Wright as director.","Hana Wright; Oakwood Publishing House; Portugal; Stockholm; April 11, 2018",PERSON; ORG; GPE; GPE; DATE,Hana Wright,Oakwood Publishing House,"Portugal, Stockholm","April 11, 2018",,
1554,"Harborview College announced that Peter Young will lead the new office in Copenhagen starting December 28, 2020.","Peter Young; Harborview College; Copenhagen; December 28, 2020",PERSON; ORG; GPE; DATE,Peter Young,Harborview College,Copenhagen,"December 28, 2020",,
1555,"Ibrahim Larsen, a spokesperson for Quantum Innovations, confirmed the release of a RoadMaster bicycle for $499.99 on September 2, 2025.","Ibrahim Larsen; Quantum Innovations; September 2, 2025; $499.99; a RoadMaster bicycle",PERSON; ORG; DATE; MONEY; PRODUCT,Ibrahim Larsen,Quantum Innovations,,"September 2, 2025",$499.99,RoadMaster bicycle
